ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  221.33594     -58.68252     15.66605     0.04515         14.91438     0.03934         15.01149      0.05136          16.62876    0.03289        15.85192    0.02656        15.84339     0.03285         16.49986     0.03493         15.76129     0.02991         15.74091      0.03668          d092      221.33594   -58.682522   15.67        0.75   0.007199999982668837  
  221.46132     -58.77629     15.24212     0.04104         14.27327     0.02769         14.01138      0.02624          16.11346    0.03025        15.32841    0.02124        15.13393     0.02044         16.03879     0.03345         15.15549     0.02234         14.92337      0.02088          d092      221.46132   -58.776292   15.24        0.93   0.007199999982668837  
  221.51156     -58.6427      14.33742     0.01464         13.53988     0.01342         13.42386      0.01442          15.33525    0.01179        14.5831     0.00899        14.36371     0.00923         15.27655     0.01279         14.46338     0.00968         14.25442      0.01002          d092      221.51156   -58.642702   14.34        0.74   0.007200000028468824  
  221.66078     -58.74735     14.75206     0.03621         14.1191      0.03105         13.67583      0.02598          16.05726    0.03385        15.30894    0.02359        14.7998      0.01666         15.90040     0.03547         15.1397      0.02495         14.66047      0.01794          d092      221.66078   -58.747352   14.75        1.02   0.007199999982668837  
  222.28404     -58.71883     16.06346     0.07830         15.22892     0.06012         14.76845      0.04722          16.82216    0.06789        16.0303     0.04545        15.60923     0.03423         16.67189     0.07155         15.88221     0.04952         15.47573      0.0374           d092      222.28404   -58.718832   16.06        1.03   0.007199999982668837  
  222.3252      -58.29765     15.66506     0.05276         14.51717     0.04356         14.52126      0.03575          16.64483    0.03912        15.81094    0.02888        15.48572     0.02619         16.57262     0.04294         15.67231     0.03077         15.35018      0.02792          d092      222.3252    -58.297652   15.67        0.83   0.007200000028468824  
  222.35558     -58.48025     13.31187     0.01260         12.72619     0.01113         12.86513      0.01307          14.50757    0.00965        13.89079    0.0069         13.8926      0.0076          14.65297     0.01193         13.95168     0.00841         13.97142      0.00946          d092      222.35558   -58.480252   13.31        0.96   0.007200000028468824  
  222.35704     -58.57447     13.25506     0.00986         12.3798      0.0085          12.21192      0.00856          13.95187    0.00752        13.51141    0.00564        13.42599     0.00556         13.97693     0.00826         13.42392     0.00602         13.29634      0.00576          d092      222.35704   -58.574472   13.26        1.02   0.007200000028468824  
  222.5889      -58.9106      13.86966     0.03347         13.05701     0.02278         13.12257      0.02086          14.61319    0.02664        14.03881    0.01474        14.02387     0.0128          14.51709     0.02856         13.93352     0.01633         13.94818      0.0144           d092      222.5889    -58.910602   13.87        1.48   0.007199999982668837  
  222.62949     -58.88046     13.37044     0.02496         12.94511     0.01674         12.94364      0.01496          14.23203    0.01711        14.02954    0.01318        13.92708     0.01103         14.24846     0.01981         13.7558      0.01267         13.71385      0.01104          d092      222.62949   -58.880462   13.37        1.41   0.007199999982668837  
  222.75992     -58.74672     13.09342     0.00885         12.0022      0.00596         12.06245      0.00677          13.57898    0.00685        12.86992    0.00412        12.91156     0.00415         13.56833     0.00729         13.0385      0.00504         13.03184      0.00503          d092      222.75992   -58.746722   13.09        1.11   0.007199999982668837  
  222.77311     -58.71753     13.51537     0.01375         12.94288     0.01104         12.90214      0.01178          14.69500    0.01203        14.11001    0.0087         14.06812     0.00906         14.54557     0.01234         13.92339     0.0089          13.90195      0.00939          d092      222.77311   -58.717532   13.52        1.02   0.007199999982668837  
  222.78734     -58.54883     14.71334     0.03447         14.14781     0.02893         14.08685      0.03094          15.75188    0.02685        15.10856    0.01967        15.19474     0.02331         15.77799     0.03157         15.1167      0.02392         15.06351      0.02523          d092      222.78734   -58.548832   14.71        1.0    0.007199999982668837  
  222.78759     -58.71381     14.57230     0.04289         13.43485     0.02756         13.63324      0.02624          15.51084    0.02270        14.60815    0.0132         14.56174     0.0138          15.72752     0.03136         14.82755     0.01913         14.75541      0.01961          d092      222.78759   -58.713812   14.57        1.02   0.007199999982668837  
  222.84226     -58.8634      15.40442     0.10025         14.55432     0.05597         14.3441       0.04694          16.56611    0.09941        15.57719    0.04566        15.27019     0.03288         16.39628     0.10321         15.42968     0.04953         15.15846      0.03653          d092      222.84226   -58.863402   15.4         1.32   0.007200000028468824  
  222.87216     -58.91825     12.99274     0.02075         12.50163     0.01494         12.53532      0.01379          14.14133    0.01496        13.4728     0.00821        13.43698     0.00736         14.02122     0.01571         13.34322     0.0087          13.33611      0.0079           d092      222.87216   -58.918252   12.99        1.38   0.007200000028468824  
  222.9066      -58.8677      13.27782     0.02091         12.58957     0.01234         12.57486      0.01517          14.25868    0.01533        13.41502    0.00756        13.34439     0.00671         14.33795     0.01855         13.45077     0.00905         13.37849      0.00795          d092      222.9066    -58.867702   13.28        1.34   0.007199999982668837  
  222.91649     -58.87578     13.36293     0.02243         12.50321     0.01359         12.4606       0.01186          14.20168    0.01539        13.49391    0.00823        13.42155     0.00721         14.23489     0.01790         13.51572     0.00981         13.44602      0.00856          d092      222.91649   -58.875782   13.36        1.36   0.007200000028468824  
  223.02767     -58.73376     12.66509     0.01813         12.70622     0.01799         12.22468      0.01118          14.57722    0.01914        14.51083    0.01812        13.94668     0.01053         14.44717     0.02030         14.25671     0.01777         13.70948      0.01043          d092      223.02767   -58.733762   12.67        1.34   0.007200000028468824  
  223.18343     -58.99357     12.66231     0.03565         11.89323     0.01404         12.01878      0.01145          13.77534    0.02856        12.82927    0.00923        12.82007     0.00683         13.60223     0.02918         12.77546     0.01036         12.79783      0.00772          d092      223.18343   -58.993572   12.66        1.88   0.007199999982668837  
  222.68419     -58.24199     13.94895     0.01664         13.50547     0.01505         13.40998      0.01575          15.33822    0.01466        14.55726    0.01062        14.35848     0.01034         15.34154     0.01719         14.41952     0.01145         14.188        0.01104          d093      222.68419   -58.241992   13.95        0.85   0.007200000028468824  
  222.70713     -58.30546     15.29984     0.05250         14.54707     0.03909         14.31918      0.03664          16.79536    0.04880        15.77409    0.03073        15.46706     0.0271          16.64828     0.05267         15.59743     0.03272         15.28576      0.02933          d093      222.70713   -58.305462   15.3         0.86   0.007199999982668837  
  223.35002     -58.25057     15.00829     0.04197         14.06226     0.03069         13.87246      0.02933          15.87066    0.02581        15.13421    0.01888        14.96656     0.01813         15.73976     0.02819         14.9937      0.02088         14.78474      0.0199           d093      223.35002   -58.250572   15.01        0.93   0.007199999982668837  
  223.38516     -58.25032     13.40187     0.01154         12.75078     0.0097          12.43709      0.00932          14.40939    0.00880        13.81682    0.00652        13.6467      0.00617         14.27012     0.00912         13.62553     0.00675         13.41018      0.00627          d093      223.38516   -58.250322   13.4         0.93   0.007199999982668837  
  223.48758     -58.67563     14.27395     0.05447         13.0014      0.02701         13.01093      0.0227           14.82413    0.04096        13.92794    0.01644        13.89251     0.01304         14.62780     0.04203         13.90261     0.01987         13.86627      0.01588          d093      223.48758   -58.675632   14.27        1.6    0.007200000028468824  
  223.53764     -58.2821      13.13337     0.01341         12.6023      0.01159         12.47808      0.01183          14.81202    0.01159        14.19022    0.00866        14.01345     0.00821         14.70472     0.01253         14.03539     0.00937         13.77084      0.00841          d093      223.53764   -58.282102   13.13        0.94   0.007200000028468824  
  223.66112     -58.27299     14.21763     0.02998         14.02648     0.02862         13.80994      0.02662          15.55733    0.02297        14.98947    0.01827        14.76473     0.01613         15.36212     0.02380         14.79448     0.01938         14.55         0.01727          d093      223.66112   -58.272992   14.22        1.0    0.007199999982668837  
  223.67151     -58.40502     14.69655     0.04449         13.75956     0.02896         13.41862      0.02412          15.79309    0.03900        14.96881    0.02278        14.70405     0.01786         15.52339     0.03873         14.68404     0.02253         14.45736      0.01867          d093      223.67151   -58.405022   14.7         1.18   0.007200000028468824  
  223.73322     -58.27802     14.45302     0.04554         14.01238     0.04139         13.78999      0.0316           15.83358    0.03572        15.25381    0.02679        14.95876     0.02099         15.70025     0.03992         15.11831     0.0304          14.78031      0.02345          d093      223.73322   -58.278022   14.45        1.12   0.007200000028468824  
  223.80478     -58.32498     12.45610     0.01017         11.67064     0.00692         11.64225      0.00624          13.43562    0.00778        12.7611     0.00452        12.71498     0.00402         13.31728     0.00813         12.63069     0.00479         12.54456      0.00418          d093      223.80478   -58.324982   12.46        1.26   0.007200000028468824  
  223.91375     -58.45815     14.39525     0.08265         13.25266     0.03547         12.79024      0.02307          15.54653    0.08023        14.66377    0.03249        14.3774      0.0199          15.24673     0.07823         14.34338     0.03131         13.9925       0.01859          d093      223.91375   -58.458152   14.4         1.64   0.007199999982668837  
  224.12318     -57.9213      15.80001     0.07356         14.99613     0.05439         14.1577       0.0369           16.66741    0.06553        15.83485    0.04191        15.47219     0.03175         16.41597     0.06563         15.63878     0.0447          15.19864      0.03245          d093      224.12318   -57.921302   15.8         1.06   0.007199999982668837  
  224.18959     -58.06849     12.43054     0.00997         11.83826     0.00793         11.78732      0.00766          13.65757    0.00797        13.10556    0.0052         13.03321     0.00473         13.54044     0.00839         12.91116     0.00533         12.82829      0.00486          d093      224.18959   -58.068492   12.43        1.18   0.007200000028468824  
  224.60595     -58.00137     14.09636     0.05224         13.59517     0.03292         13.43201      0.02586          15.28108    0.03409        14.65986    0.02103        14.33868     0.01489         15.27386     0.04160         14.62621     0.02582         14.25107      0.01753          d093      224.60595   -58.001372   14.1         1.32   0.007200000028468824  
  225.04793     -57.72802     13.42812     0.01883         12.67613     0.01097         12.65385      0.01055          14.33749    0.01510        13.52305    0.00791        13.47172     0.00736         14.30339     0.01686         13.48108     0.00907         13.43906      0.00838          d093      225.04793   -57.728022   13.43        1.27   0.007199999982668837  
  225.16086     -58.05498     13.88356     0.04633         13.21905     0.03478         13.14807      0.02765          15.05959    0.04396        14.5277     0.02488        14.42999     0.01927         14.81284     0.04317         14.38241     0.02767         14.22086      0.02044          d093      225.16086   -58.054982   13.88        1.53   0.007200000028468824  
  225.30314     -57.91427     13.56391     0.04413         13.21573     0.03042         13.31916      0.02894          14.77347    0.03162        14.04953    0.01569        14.15832     0.01494         14.72821     0.03640         14.11046     0.02037         14.17007      0.01874          d093      225.30314   -57.914272   13.56        1.48   0.007199999982668837  
  225.52548     -58.26801     13.00335     0.04816         12.60484     0.02374         12.5424       0.01785          14.20346    0.03469        13.34634    0.01274        13.32916     0.00963         14.18402     0.04095         13.35035     0.01564         13.30619      0.01143          d093      225.52548   -58.268012   13.0         1.77   0.007200000028468824  
  225.30838     -57.83257     14.04556     0.06290         13.20686     0.03261         13.14049      0.02664          15.65334    0.06450        14.85923    0.0297         14.64319     0.0226          15.49577     0.06933         14.6517      0.03198         14.41996      0.02367          d094      225.30838   -57.832572   14.05        1.41   0.007199999982668837  
  225.77054     -57.40631     15.38549     0.03960         14.39711     0.02978         14.12444      0.02916          16.15904    0.02630        15.44396    0.02005        15.18484     0.02044         16.12761     0.03039         15.2807      0.02238         14.92494      0.0206           d094      225.77054   -57.406312   15.39        0.75   0.007200000028468824  
  225.80001     -57.46484     12.41833     0.00742         11.78149     0.00558         11.72212      0.0057           13.53276    0.00545        12.81617    0.00361        12.65739     0.00329         13.43012     0.00566         12.64293     0.00366         12.51964      0.0034           d094      225.80001   -57.464842   12.42        0.91   0.007199999982668837  
  225.84418     -58.16602     12.27985     0.02141         11.49714     0.00907         11.20026      0.00633          13.46749    0.01762        12.56593    0.00642        12.3865      0.00459         13.32695     0.01860         12.36348     0.00661         12.21866      0.00475          d094      225.84418   -58.166022   12.28        1.68   0.007199999982668837  
  225.84741     -57.41012     15.69397     0.04760         14.32293     0.02905         14.05271      0.03007          16.59131    0.04045        15.59433    0.02433        15.20516     0.02178         16.38057     0.04123         15.47992     0.02838         15.03306      0.02357          d094      225.84741   -57.410122   15.69        0.79   0.007200000028468824  
  225.96387     -57.2643      16.93472     0.10896         15.38721     0.07089         15.2535       0.06776          17.73814    0.09135        16.58424    0.05208        16.12606     0.04609         17.60138     0.09997         16.52371     0.06461         16.00967      0.05278          d094      225.96387   -57.264302   16.93        0.7    0.007200000005568831  
  226.68655     -57.17221     15.09483     0.05875         14.21306     0.03529         14.12914      0.0362           16.10786    0.04666        15.17596    0.02422        14.99641     0.02295         16.00639     0.05161         15.08824     0.02879         14.94505      0.0274           d094      226.68655   -57.172212   15.09        1.05   0.007200000028468824  
  226.7235      -57.1372      15.63319     0.07640         14.22086     0.04233         13.99863      0.03574          16.43559    0.06124        15.51238    0.03237        15.16385     0.02653         16.25259     0.06336         15.22541     0.0327          14.92615      0.0271           d094      226.7235    -57.137202   15.63        1.05   0.007200000005568831  
  226.7855      -57.01465     14.34786     0.01928         13.6761      0.0154          13.13172      0.01528          14.73201    0.01316        13.9623     0.0079         13.91659     0.00862         14.69497     0.01437         13.93366     0.00931         13.98017      0.01082          d094      226.7855    -57.014652   14.35        0.96   0.007199999982668837  
  226.81296     -57.2694      14.31374     0.02807         13.49016     0.01886         13.51248      0.02068          15.06543    0.01917        14.38132    0.01192        14.36536     0.01294         14.97142     0.02082         14.3742      0.01489         14.3385       0.01572          d094      226.81296   -57.269402   14.31        1.04   0.007200000005568831  
  226.83101     -57.06695     13.56917     0.01767         13.2476      0.01655         13.35638      0.01983          14.71700    0.01382        14.13324    0.0094         14.14888     0.01065         14.81338     0.01708         14.20379     0.01227         14.19362      0.01343          d094      226.83101   -57.066952   13.57        1.0    0.007200000005568831  
  227.02888     -56.94907     14.63876     0.05531         14.03113     0.0349          13.56508      0.02988          15.98716    0.04812        15.14528    0.02612        14.78194     0.02047         15.78200     0.04856         14.94252     0.02772         14.659        0.02255          d094      227.02888   -56.949072   14.64        1.12   0.007200000005568831  
  227.07774     -57.02241     14.25632     0.03187         13.17891     0.03126         13.3772       0.0212           15.44710    0.02577        14.68986    0.01562        14.39767     0.01357         15.42163     0.02982         14.56454     0.01773         14.27522      0.015            d094      227.07774   -57.022412   14.26        1.04   0.007200000005568831  
  227.07886     -57.09295     15.98755     0.07720         14.85082     0.0511          14.21111      0.03885          16.52580    0.05624        15.76289    0.03619        15.30097     0.02784         16.43845     0.06288         15.55163     0.03878         15.17731      0.03142          d094      227.07886   -57.092952   15.99        0.97   0.007199999982668837  
  227.10896     -57.13182     13.25258     0.01182         13.00628     0.01108         13.10753      0.01311          14.55692    0.01151        13.93342    0.00778        13.8525      0.00818         14.45862     0.01232         13.88403     0.00911         13.86006      0.00988          d094      227.10896   -57.131822   13.25        0.97   0.007200000005568831  
  227.30417     -56.84233     14.68085     0.04593         13.65687     0.02596         13.14299      0.02122          15.15411    0.03056        14.48575    0.01736        14.21108     0.01391         15.08807     0.03348         14.3174      0.01864         14.07182      0.01486          d094      227.30417   -56.842332   14.68        1.23   0.007200000005568831  
  227.34322     -56.85031     14.42558     0.04501         13.37459     0.02566         13.1585       0.02168          15.34103    0.03134        14.55266    0.01695        14.2339      0.0135          15.29562     0.03545         14.40845     0.01865         14.12624      0.01487          d094      227.34322   -56.850312   14.43        1.17   0.007200000028468824  
  227.43477     -57.18059     13.90579     0.02908         13.25843     0.01943         13.27038      0.01976          15.03892    0.02192        14.41394    0.01368        14.44944     0.01489         14.85091     0.02200         14.14763     0.01366         14.13807      0.01422          d094      227.43477   -57.180592   13.91        1.12   0.007199999982668837  
  227.44232     -57.01023     14.60428     0.03427         13.7454      0.02402         13.82057      0.02613          15.26594    0.01945        14.63361    0.01337        14.64231     0.0155          15.41335     0.02522         14.59997     0.01615         14.60779      0.01854          d094      227.44232   -57.010232   14.6         0.95   0.007200000005568831  
  227.50838     -57.05133     12.83299     0.00968         12.25785     0.00866         12.45073      0.00892          14.03042    0.00719        13.55392    0.00542        13.58437     0.0062          14.12917     0.00845         13.55857     0.00639         13.55196      0.00713          d094      227.50838   -57.051332   12.83        0.89   0.007200000005568831  
  227.68577     -57.22548     13.52528     0.02089         12.36616     0.01003         12.14306      0.00878          14.35411    0.01283        13.453      0.00654        13.21424     0.00559         14.23237     0.01348         13.24277     0.0067          13.02237      0.00575          d094      227.68577   -57.225482   13.53        1.12   0.007200000005568831  
  227.79889     -57.28051     14.20165     0.04209         13.38843     0.02224         13.15769      0.02098          14.96097    0.02923        14.24828    0.01512        14.20068     0.01398         14.84103     0.03128         13.99138     0.01538         13.90774      0.01364          d094      227.79889   -57.280512   14.2         1.3    0.007200000005568831  
  227.68929     -56.90726     15.51426     0.04864         14.54305     0.03655         13.89781      0.03301          16.44294    0.03755        15.67808    0.02854        15.24534     0.02422         16.15372     0.03822         15.42835     0.0304          15.06508      0.02615          d095      227.68929   -56.907262   15.51        0.88   0.007200000005568831  
  227.73156     -57.22923     12.09437     0.00619         10.80513     0.0043          10.98251      0.0045           12.86035    0.00560        12.27323    0.00374        12.29762     0.00319         12.62605     0.00541         12.11566     0.00382         12.11338      0.0032           d095      227.73156   -57.229232   12.09        1.18   0.007200000005568831  
  227.74333     -57.23572     13.35040     0.01868         12.58355     0.01355         12.63582      0.01253          14.05359    0.01111        13.5239     0.00742        13.56716     0.00765         14.04419     0.01265         13.59967     0.00946         13.544        0.009            d095      227.74333   -57.235722   13.35        1.18   0.007200000005568831  
  227.77119     -57.22128     13.00738     0.01535         12.30884     0.01055         12.09583      0.00865          13.64052    0.00931        12.94558    0.00546        12.92285     0.00502         13.60275     0.01016         12.90422     0.0061          12.88463      0.00561          d095      227.77119   -57.221282   13.01        1.23   0.007200000005568831  
  227.79793     -57.28104     13.37356     0.02725         12.24713     0.01389         12.14696      0.01025          14.64396    0.02007        13.77104    0.01026        13.45976     0.00777         14.38342     0.02017         13.38476     0.00942         13.19289      0.00761          d095      227.79793   -57.281042   13.37        1.3    0.007200000005568831  
  227.81627     -56.92845     15.03399     0.04402         14.44261     0.03751         13.86337      0.02699          16.43677    0.03919        15.49782    0.02562        14.85994     0.01789         16.11260     0.03890         15.1979      0.02613         14.6371       0.01857          d095      227.81627   -56.928452   15.03        0.91   0.007200000005568831  
  227.85543     -56.94103     15.00864     0.04014         14.11469     0.02932         13.76369      0.02531          16.15499    0.03264        15.32987    0.02256        14.93025     0.01913         15.78780     0.03112         14.99515     0.02234         14.68367      0.01955          d095      227.85543   -56.941032   15.01        0.93   0.007200000005568831  
  227.97897     -56.9886      13.88915     0.02479         13.3313      0.02008         13.20602      0.0198           15.22380    0.02097        14.80881    0.0175         14.45944     0.01432         14.89386     0.02011         14.45784     0.0169          14.29707      0.01571          d095      227.97897   -56.988602   13.89        1.07   0.007200000005568831  
  228.01597     -57.18854     15.31974     0.10081         14.09948     0.05771         13.68103      0.03833          16.11272    0.08801        15.32316    0.04506        15.00563     0.03152         15.82065     0.09050         14.96547     0.04357         14.74956      0.03228          d095      228.01597   -57.188542   15.32        1.43   0.007199999982668837  
  228.26515     -56.71536     14.74598     0.07234         13.54586     0.03445         13.65163      0.03164          15.40657    0.05439        14.43854    0.02216        14.46323     0.02054         15.32165     0.06568         14.38088     0.02792         14.40617      0.02504          d095      228.26515   -56.715362   14.75        1.49   0.007200000028468824  
  229.02938     -56.44139     16.67146     0.13548         14.71463     0.0729          14.36         0.05332          16.89191    0.09864        15.9116     0.05201        15.26645     0.03134         16.76708     0.11639         15.71108     0.05851         15.28582      0.04131          d095      229.02938   -56.441392   16.67        1.16   0.007200000005568831  
  229.8837      -56.44274     13.43402     0.01746         12.61308     0.01149         12.48459      0.01148          14.44288    0.01350        13.62871    0.00774        13.42829     0.0067          14.24641     0.01391         13.41645     0.00804         13.2567       0.00706          d095      229.8837    -56.442742   13.43        1.15   0.007200000005568831  
  230.08788     -57.02655     13.34286     0.03994         12.11217     0.02229         11.54767      0.01027          13.89930    0.02416        13.458      0.01363        12.42397     0.00504         13.88703     0.03003         13.80254     0.02265         13.03799      0.00926          d095      230.08788   -57.026552   13.34        1.71   0.007200000005568831  
  230.33111     -56.07189     14.45730     0.05032         13.66613     0.0318          13.57381      0.02867          15.87735    0.05347        15.00411    0.02769        14.72149     0.02148         15.54012     0.05091         14.78436     0.0297          14.53938      0.02346          d096      230.33111   -56.071892   14.46        1.28   0.007199999982668837  
  230.86599     -55.86468     14.67502     0.07074         13.61744     0.03792         13.53789      0.03624          15.81570    0.05994        14.90323    0.02807        14.79852     0.02455         15.61872     0.06339         14.82524     0.03414         14.66815      0.02816          d096      230.86599   -55.864682   14.68        1.35   0.007200000005568831  
  231.0467      -55.82621     16.05214     0.14501         14.54598     0.06981         13.99565      0.04527          16.55941    0.13733        15.54085    0.05587        15.02275     0.03262         16.36704     0.14634         15.32646     0.06053         14.86463      0.03648          d096      231.0467    -55.826212   16.05        1.44   0.007199999982668837  
  231.92648     -55.46954     13.86943     0.04424         13.37668     0.03024         13.32838      0.02814          15.19020    0.03917        14.56864    0.02254        14.36342     0.01771         15.14644     0.04495         14.44355     0.02537         14.21083      0.0193           d096      231.92648   -55.469542   13.87        1.39   0.007199999982668837  
  232.00335     -55.38949     14.10037     0.04225         12.86315     0.02151         12.41427      0.01378          15.12732    0.03513        13.96757    0.01416        13.46086     0.00836         14.86206     0.03575         13.83968     0.01566         13.41492      0.00998          d097      232.00335   -55.389492   14.1         1.4    0.007199999982668837  
  233.69359     -54.56111     13.22061     0.03851         12.9412      0.02326         12.63133      0.01906          14.08153    0.02352        13.57071    0.01328        13.50365     0.01011         14.04338     0.02737         13.47796     0.01485         13.37313      0.01124          d097      233.69359   -54.561112   13.22        1.6    0.007200000005568831  
  235.03169     -54.48166     13.91154     0.12027         13.10925     0.04869         12.95236      0.03413          14.14577    0.10124        14.10502    0.03758        14.05493     0.02455         14.19588     0.09544         13.79754     0.0381          13.69693      0.02485          d098      235.03169   -54.481662   13.91        2.25   0.007200000005568831  
  244.31908     -49.22895     11.70245     0.02560         10.87563     0.00984         10.93537      0.00695          12.79805    0.02010        12.03327    0.00748        12.17283     0.00497         12.42675     0.01830         11.80587     0.00746         11.87199      0.00483          d103      244.31908   -49.228952   11.7         2.12   0.007200000005568831  
  245.26944     -48.37708     12.95755     0.02521         12.55284     0.02051         12.56543      0.01791          14.14503    0.02013        13.67918    0.01451        13.68666     0.0128          13.94170     0.02091         13.36794     0.01407         13.39002      0.01256          d104      245.26944   -48.377082   12.96        1.39   0.007200000005568831  
  245.55229     -48.37297     12.80000     0.02162         11.79585     0.01084         11.546        0.00811          14.04871    0.01604        12.99206    0.00779        12.7938      0.00595         13.80288     0.01621         12.74303     0.00792         12.52186      0.00594          d104      245.55229   -48.372972   12.8         1.32   0.007199999982668837  
  245.74043     -48.25501     12.34297     0.01396         11.44091     0.00913         11.4223       0.00857          13.49987    0.01219        12.82119    0.00725        12.9293      0.00675         13.31955     0.01256         12.54445     0.00717         12.61092      0.00653          d104      245.74043   -48.255012   12.34        1.38   0.007200000005568831  
  246.06148     -47.96791     13.13884     0.03359         12.1349      0.01702         11.91408      0.01205          14.45937    0.02173        13.44354    0.01086        13.2499      0.00836         14.20248     0.02175         13.18383     0.01098         12.95372      0.00823          d104      246.06148   -47.967912   13.14        1.31   0.007199999982668837  
  246.45191     -47.75406     15.38597     0.13480         13.77211     0.06404         13.70479      0.05618          15.58216    0.07961        14.70885    0.04108        14.66393     0.0355          15.56915     0.10405         14.66999     0.05092         14.61802      0.04481          d105      246.45191   -47.754062   15.39        1.45   0.007199999982668837  
  246.47742     -47.8283      13.69310     0.05433         12.50689     0.0262          12.54204      0.02357          14.82040    0.04141        13.90544    0.02049        13.76434     0.01615         14.63866     0.04683         13.76687     0.02324         13.57515      0.01775          d105      246.47742   -47.828302   13.69        1.47   0.007200000005568831  
  246.76851     -47.50346     13.46351     0.03102         12.79007     0.02616         12.77596      0.02446          14.30039    0.01879        13.92803    0.01575        13.91343     0.01512         14.38605     0.02496         13.85497     0.01881         13.70345      0.01647          d105      246.76851   -47.503462   13.46        1.26   0.007200000028468824  
  247.08889     -47.86095     10.63842     0.01712         10.25463     0.0087          10.35338      0.00766          12.22578    0.01099        11.53458    0.00537        11.47245     0.00373         12.10749     0.01218         11.36943     0.0056          11.38185      0.00414          d105      247.08889   -47.860952   10.64        1.84   0.007199999982668837  
  247.77933     -46.77769     14.35860     0.04528         14.58461     0.06303         14.55974      0.07063          16.19414    0.05198        15.75251    0.05443        15.61096     0.0532          15.84513     0.04990         15.4639      0.05349         15.33672      0.05569          d105      247.77933   -46.777692   14.36        0.98   0.007200000005568831  
  247.88794     -46.88521     14.21313     0.02953         13.5982      0.0268          13.25368      0.02543          15.27259    0.01941        14.80243    0.01957        14.68006     0.02052         15.11710     0.02116         14.49728     0.01942         14.23979      0.01883          d105      247.88794   -46.885212   14.21        0.87   0.007200000005568831  
  247.90958     -46.81679     14.21100     0.04871         13.38551     0.03838         13.28997      0.03275          15.04088    0.02793        14.42642    0.02139        14.18528     0.01761         15.06021     0.03525         14.41921     0.02708         14.20157      0.02248          d106      247.90958   -46.816792   14.21        0.99   0.007200000005568831  
  248.422       -46.17581     14.16624     0.05059         12.74906     0.02702         12.70926      0.02148          15.15086    0.02871        14.13055    0.01621        13.83882     0.01262         14.96240     0.03048         13.97496     0.01797         13.66053      0.01379          d106      248.422     -46.175812   14.17        0.97   0.007200000005568831  
  249.21514     -46.19765     13.01567     0.06197         12.79907     0.05087         12.67246      0.03298          14.23262    0.04941        14.28806    0.04285        13.87456     0.02176         14.18960     0.06032         14.03189     0.04539         13.58619      0.02253          d106      249.21514   -46.197652   13.02        1.61   0.007199999982668837  
  249.95901     -45.16417     14.37975     0.05895         13.64125     0.04647         13.60667      0.04067          15.10972    0.04049        14.7248     0.03233        14.61869     0.02776         14.84648     0.04269         14.46616     0.03528         14.35997      0.02916          d107      249.95901   -45.164172   14.38        1.22   0.007200000028468824  
  250.51081     -44.88632     13.35852     0.08292         12.54725     0.04141         12.47696      0.0314           14.48828    0.07916        13.87591    0.03221        13.84801     0.0233          14.17351     0.08026         13.5304      0.03485         13.55806      0.024            d107      250.51081   -44.886322   13.36        1.8    0.007200000005568831  
  254.87991     -40.87705     14.58480     0.07167         13.9838      0.05433         13.84365      0.0464           15.28756    0.04802        15.21079    0.04195        14.93922     0.03311         15.13994     0.05598         14.80019     0.04089         14.59189      0.03388          d111      254.87991   -40.877052   14.58        1.63   0.007200000005568831  
  257.0676      -38.72878     14.21860     0.04602         13.51165     0.03532         13.40374      0.03168          15.30425    0.03536        14.50632    0.02429        14.36411     0.02145         15.15197     0.03872         14.35417     0.0265          14.19933      0.02334          d113      257.0676    -38.728782   14.22        1.15   0.007200000005568831  
  257.14571     -38.92825     12.27871     0.02247         11.62498     0.01488         11.71024      0.01293          13.69179    0.01881        13.05707    0.01116        12.98657     0.00881         13.51462     0.01943         12.85195     0.01166         12.77604      0.00913          d113      257.14571   -38.928252   12.28        1.49   0.007200000005568831  
  257.32536     -38.64325     13.48822     0.05550         12.64786     0.03287         12.57546      0.02608          15.01386    0.06274        13.9742     0.02657        13.74766     0.01785         14.78187     0.06538         13.77702     0.02829         13.52635      0.01865          d113      257.32536   -38.643252   13.49        1.56   0.007199999982668837  
  257.47067     -38.4338      13.74744     0.09717         12.75103     0.04186         12.61228      0.0287           14.55602    0.06842        13.70861    0.02872        13.59443     0.01899         14.32397     0.07136         13.57792     0.03225         13.43929      0.02093          d113      257.47067   -38.433802   13.75        1.79   0.007200000005568831  
  257.62667     -38.01031     13.08230     0.02398         12.61719     0.02089         12.62781      0.01938          14.34211    0.01864        13.73375    0.01373        13.66165     0.01225         14.23663     0.02016         13.60769     0.01501         13.53114      0.01362          d113      257.62667   -38.010312   13.08        1.21   0.007200000005568831  
