ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  182.40503     -63.97474     16.49468     0.05286         15.57733     0.03324         14.70293      0.04185          17.26090    0.03987        16.32548    0.02157        15.57631     0.02743         17.06448     0.04244         16.14739     0.02338         15.45698      0.02955          d003      182.40502   -63.974741   16.49        0.6    0.016200671441489428  
  182.5119      -63.85779     16.03635     0.03417         15.21121     0.02172         14.59936      0.03732          16.70251    0.02557        15.92704    0.01502        15.57367     0.02697         16.57909     0.02793         15.7904      0.01645         15.46499      0.02915          d003      182.51189   -63.857791   16.04        0.58   0.016265025865976893  
  182.61893     -64.6819      17.13248     0.06722         16.05793     0.03941         15.18553      0.05804          17.70644    0.05005        16.69046    0.02587        16.10693     0.04045         17.53150     0.05436         16.50856     0.02802         16.08876      0.04764          d003      182.61892   -64.681901   17.13        0.51   0.015810473322438654  
  182.66332     -64.25526     17.16809     0.07470         16.08902     0.04283         15.18689      0.05933          17.58737    0.05125        16.67673    0.0277         16.12246     0.04293         17.43946     0.05731         16.50658     0.03058         16.0219       0.04751          d003      182.66331   -64.255261   17.17        0.58   0.016046102343160982  
  182.70619     -63.94571     16.26914     0.05077         15.01704     0.03305         15.19351      0.06218          17.06534    0.03511        16.41167    0.02224        16.20396     0.04649         16.93364     0.03906         16.40403     0.0282          16.1164       0.05189          d003      182.70618   -63.945711   16.27        0.59   0.016216650623312078  
  182.72393     -64.72065     16.39619     0.03738         15.09414     0.02315         14.55119      0.03368          17.04346    0.02687        16.23538    0.017          15.53788     0.0241          16.85610     0.02806         16.07439     0.01855         15.45526      0.02645          d003      182.72392   -64.720651   16.4         0.47   0.015789040134458084  
  182.74864     -64.72259     15.87805     0.03363         15.19329     0.02668         15.0043       0.05341          16.95644    0.02563        16.43701    0.01927        16.1443      0.04003         16.75190     0.02644         16.18615     0.01977         15.99647      0.04196          d003      182.74863   -64.722591   15.88        0.47   0.015787966962643698  
  182.7941      -64.06487     16.23228     0.06835         15.71398     0.05233         15.44838      0.06821          17.50110    0.05102        16.86958    0.03397        16.34711     0.05376         17.23129     0.05189         16.53845     0.03272         16.21508      0.0577           d003      182.79409   -64.064871   16.23        0.61   0.016151040495273643  
  182.84897     -64.60825     16.67026     0.04939         15.38747     0.02744         15.05157      0.04625          17.37525    0.03452        16.44649    0.01976        15.88031     0.03198         17.18986     0.03682         16.35313     0.0231          15.83464      0.03656          d003      182.84896   -64.608251   16.67        0.47   0.015851195780797037  
  182.86393     -64.541       17.34298     0.08770         16.11079     0.04624         15.45948      0.06709          18.03152    0.06281        16.91308    0.03014        16.41068     0.05172         17.85028     0.06836         16.74747     0.03356         16.41903      0.06248          d003      182.86392   -64.541001   17.34        0.49   0.015888362798718497  
  182.89228     -64.55732     16.69728     0.04461         15.94852     0.03194         15.38299      0.06562          17.20856    0.03221        16.55775    0.0219         16.26136     0.0449          17.00943     0.03349         16.34343     0.02315         16.13859      0.04835          d003      182.89227   -64.557321   16.7         0.49   0.015879344706368863  
  182.95891     -63.59496     14.41133     0.00998         13.83483     0.00866         13.7199       0.0179           15.15095    0.00690        14.81753    0.00554        14.74499     0.01217         15.16684     0.00743         14.70141     0.00565         14.64983      0.01269          d003      182.9589    -63.594961   14.41        0.41   0.01640946609557196   
  183.00195     -64.26294     16.25215     0.05530         15.78657     0.0312          14.91582      0.05425          16.61631    0.02833        16.24599    0.02164        15.94517     0.03953         16.65910     0.03543         16.047       0.0225          15.87119      0.04445          d003      183.00194   -64.262941   16.25        0.66   0.016041866499422023  
  183.00639     -63.99073     16.65743     0.06064         15.74669     0.04222         15.56378      0.08085          17.12275    0.03463        16.44463    0.02186        16.41528     0.0545          17.06670     0.04091         16.44028     0.02752         16.38027      0.06351          d003      183.00638   -63.990731   16.66        0.56   0.016191868601133322  
  183.02051     -64.14863     15.32131     0.03877         14.59703     0.02163         14.24387      0.03155          16.83046    0.03033        15.92408    0.01612        15.3431      0.02332         16.57660     0.03080         15.67266     0.01629         15.19359      0.0243           d003      183.0205    -64.148631   15.32        0.64   0.01610489049013217   
  183.06177     -64.63874     16.52045     0.04462         15.94265     0.03606         15.55924      0.06433          17.02818    0.02564        16.68907    0.02247        16.48777     0.0523          17.03329     0.03064         16.59316     0.02649         16.33419      0.05437          d003      183.06176   -64.638741   16.52        0.43   0.015834339585228938  
  183.06468     -64.67991     17.10831     0.04843         16.29803     0.04094         15.468        0.06053          17.33722    0.03167        16.81323    0.02508        16.35519     0.04648         17.17898     0.03383         16.59298     0.02632         16.25075      0.05024          d003      183.06467   -64.679911   17.11        0.42   0.015811573918378036  
  183.10431     -64.50673     16.02475     0.02817         15.24346     0.02123         14.73173      0.03526          17.00646    0.02546        16.43705    0.01962        15.76226     0.02884         16.60452     0.02262         16.0166      0.0171          15.61244      0.02973          d003      183.1043    -64.506731   16.02        0.46   0.01590729661765737   
  183.11353     -64.68265     15.73308     0.03014         14.89058     0.02403         14.49024      0.03927          16.55806    0.01696        15.95032    0.01261        15.38004     0.0203          16.37069     0.01738         15.70996     0.01269         15.27345      0.02164          d003      183.11352   -64.682651   15.73        0.42   0.015810058556603102  
  183.12119     -64.71069     16.14707     0.03804         15.42857     0.02866         15.14888      0.05027          17.25454    0.02849        16.56102    0.02007        16.04249     0.03529         17.17407     0.03273         16.41187     0.02252         15.97209      0.03923          d003      183.12118   -64.710691   16.15        0.41   0.015794549628923217  
  183.13091     -64.40532     17.03390     0.07664         16.0208      0.0499          15.48551      0.06636          17.58929    0.04746        16.87981    0.03076        16.43109     0.05432         17.54769     0.05713         16.7169      0.03433         16.3063       0.05819          d003      183.1309    -64.405321   17.03        0.53   0.015963299958788105  
  183.13476     -63.82229     15.76330     0.03365         15.24217     0.02862         15.0046       0.06483          16.81852    0.02149        16.66301    0.02221        16.36713     0.04644         16.95667     0.02801         16.46447     0.02323         16.29094      0.05187          d003      183.13475   -63.822291   15.76        0.42   0.016284550374087894  
  183.17281     -64.25114     14.96303     0.02599         14.29945     0.01467         13.71541      0.02215          15.98459    0.01906        14.95044    0.0085         14.64715     0.01448         15.87678     0.02074         14.88302     0.00945         14.65668      0.01668          d003      183.1728    -64.251141   14.96        0.73   0.016048374559130444  
  183.2219      -64.59601     15.56860     0.02046         15.09108     0.01893         14.61498      0.0334           16.13086    0.01265        15.83835    0.01111        15.53532     0.02275         16.09665     0.01404         15.69724     0.01216         15.4463       0.0247           d003      183.22189   -64.596011   15.57        0.41   0.015857961645878257  
  183.24643     -64.78519     16.17046     0.03861         15.11733     0.02251         14.64884      0.04271          17.04141    0.02254        16.1795     0.01433        15.61911     0.02415         16.84294     0.02324         15.99997     0.01522         15.55523      0.02657          d003      183.24642   -64.785191   16.17        0.38   0.015753330412785288  
  183.25782     -64.01546     16.61564     0.05873         15.68921     0.03769         14.72561      0.04325          17.48466    0.04130        16.60216    0.02464        15.85013     0.0326          17.29445     0.04411         16.40155     0.02593         15.75956      0.03569          d003      183.25781   -64.015461   16.62        0.52   0.01617825230852181   
  183.26621     -64.79612     16.52870     0.04454         15.54169     0.02641         15.30139      0.04949          17.39527    0.03076        16.55777    0.01911        16.24653     0.04121         17.33224     0.03495         16.38645     0.02077         16.14528      0.04424          d003      183.2662    -64.796121   16.53        0.38   0.015747281413594775  
