   l               b                  Area
   321.1742316    -2.1139817         41.0036
   321.1766226    -2.1130619          0.0000
   321.3632153    -1.9093676          8.5679
   321.3800509    -1.8948111         33.8878
   321.6263409    -1.5222844          0.0000
   321.6663210    -1.4669669          0.0000
   321.4910681    -1.7400967          0.0000
   321.3658409    -1.9317840         16.7085
   321.6223211    -1.5536540          0.0000
   321.5291440    -1.7060009          0.0000
   321.3618144    -1.9943626         42.7227
   321.9714915    -1.0913300          0.0000
   321.2358606    -2.2405512          0.0000
   321.3408365    -2.0860072          0.0000
   321.6510742    -1.7092085          0.0000
   321.5553284    -1.8861664          0.0000
   321.4989359    -1.9731618         23.9273
   321.4969510    -1.9852181          0.0000
   322.1445278    -1.0603758          0.0000
   321.5773907    -1.9350453         14.7026
   321.9822456    -1.3292411          0.0000
   322.1184325    -1.1516417          8.8143
   321.6303143    -1.8919546         21.1092
   321.7772740    -1.6933984          0.0000
   321.6452181    -1.8941496          0.0000
   321.9115721    -1.5052837          0.0000
   321.5943705    -1.9870006         28.1093
   322.1345949    -1.1952842         25.6461
   321.6118119    -1.9816280         15.1834
   321.4812844    -2.2003429          0.0000
   322.0175672    -1.4153674          0.0000
   322.1621055    -1.2633032          0.0000
   321.6861745    -1.9865605         28.7436
   322.0403273    -1.4823121          0.0000
   322.0053035    -1.5655126          0.0000
   321.7015774    -2.0200382         15.4706
   321.9483445    -1.6546005          0.0000
   321.6704279    -2.1156680          0.0000
   321.7382450    -2.0322605         41.0142
   322.3143839    -1.1929352         38.6853
   322.3838625    -1.0901583         37.2158
   322.3220708    -1.1931096          7.9696
   321.8509599    -1.9185367          0.0000
   322.2764000    -1.2942576         24.8974
   322.2758424    -1.3102771          0.0000
   322.0250808    -1.6909922          0.0000
   322.3545139    -1.2062836          6.9051
   322.3802527    -1.1754918         15.7382
   322.3872405    -1.2128061          7.4124
   321.8720899    -1.9848881         20.8644
   322.3749266    -1.2469296         12.1092
   321.9846644    -1.8234978          0.0000
   322.1170734    -1.6507846          0.0000
   322.2480217    -1.4637561          0.0000
   321.8936928    -1.9928873          0.0000
   322.3945092    -1.2593469         37.4391
   322.0017131    -1.8513699          0.0000
   321.8646311    -2.0759874          0.0000
   322.2198687    -1.5614430          0.0000
   322.2269842    -1.6609968          0.0000
   321.9270516    -2.1038028         25.2087
   321.8835013    -2.2177890          0.0000
   321.9351972    -2.1428841         25.3284
   322.0044145    -2.1293111          0.0000
   322.3546845    -1.7107149          0.0000
   322.1905482    -2.1788846          0.0000
   322.3956456    -2.1633898          0.0000
   322.4644232    -1.1644270          0.0000
   322.4558235    -1.2014675         22.1116
   322.5178777    -1.2889363          0.0000
   322.5111095    -1.3866483          0.0000
   322.4574581    -1.5012203          0.0000
   322.4614280    -1.5004372         11.8031
   322.4877865    -1.4787244          0.0000
   322.6932291    -1.2777198          0.0000
   322.6827184    -1.2970005         35.6622
   322.6901037    -1.3937561          0.0000
   322.5504966    -1.6213441          0.0000
   322.8029802    -1.2718351          0.0000
   322.5499994    -1.6412828          0.0000
   322.7203723    -1.4295003          0.0000
   322.9418495    -1.1471045          0.0000
   322.9148470    -1.1861747          0.0000
   322.5151007    -1.8041297          0.0000
   322.7545638    -1.5266022          0.0000
   322.6707262    -1.6624842          0.0000
   322.8097171    -1.5327841          0.0000
   322.4986443    -1.9834528          0.0000
   322.8662472    -1.5088359         36.8003
   322.9671836    -1.3895563          0.0000
   322.9003444    -1.5267351          0.0000
   323.3121773    -1.0541104          0.0000
   323.4120137    -1.2092921          0.0000
   322.9780792    -1.8406188          0.0000
   322.7042642    -2.2512614          0.0000
   322.8396461    -2.0693923          0.0000
   323.1539431    -1.7819054          0.0000
   323.0444235    -1.9570516          0.0000
   323.3895628    -1.4762290          0.0000
   323.0479924    -1.9862586          0.0000
   323.2734226    -1.7780198          0.0000
   323.1003922    -2.0447304          0.0000
   323.5025210    -1.5260872          0.0000
   323.1112891    -2.0713706          0.0000
   323.4602664    -1.6597228          0.0000
   323.4623375    -1.7288240          0.0000
   323.8149679    -1.2838982          0.0000
   323.7500374    -1.3807968          0.0000
   323.1764930    -2.2128410          0.0000
   323.7535357    -1.4692371          0.0000
   323.5257887    -1.8900753          0.0000
   323.7754118    -1.5568732          0.0000
   323.6046496    -1.7918036          0.0000
   323.4671667    -1.9933296          0.0000
   323.3954660    -2.1197940          0.0000
   323.4020527    -2.1617048          0.0000
   323.6093760    -1.8927444          0.0000
   323.4257735    -2.2157425          0.0000
   323.6872673    -1.8874807          0.0000
   323.7582805    -2.0064453          0.0000
   323.7691973    -1.9997096          0.0000
   323.7144840    -2.2493797          0.0000
   323.7623576    -2.1958414          0.0000
   323.7467142    -2.2287376          0.0000
   324.0452022    -1.2694876          0.0000
   323.8847747    -1.4888146          0.0000
   323.9588060    -1.5466610          0.0000
   324.0787014    -1.4695359          0.0000
   324.0519462    -1.6090748          0.0000
   324.2515779    -1.3975728          0.0000
   323.9933841    -1.7761956          0.0000
   323.9907513    -1.8069325          0.0000
   324.0225429    -1.9049106         32.3696
   324.0226648    -1.9058634         26.1431
   323.9784234    -1.9798390          0.0000
   324.5257412    -1.2499362          0.0000
   324.2541429    -1.6180844          0.0000
   324.4214088    -1.4906931          0.0000
   324.3588722    -1.6289963          0.0000
   324.1791136    -1.8987553          0.0000
   324.2773760    -1.7897362          0.0000
   324.0978779    -2.0574454          0.0000
   324.0097672    -2.2461615          0.0000
   324.1369573    -2.1025419          0.0000
   324.2611242    -2.0497448          0.0000
   324.2625663    -2.1180122         25.7133
   324.2421763    -2.1732439         26.0177
   324.4083491    -1.9908320          0.0000
   324.2490624    -2.2120550          0.0000
   324.4083544    -2.0208947          0.0000
   324.3643686    -2.1258565         38.7223
   324.6153406    -1.8316360          0.0000
   324.6191716    -1.8384997          0.0000
   324.5251651    -1.9707746          0.0000
   324.3928179    -2.1828022          0.0000
   324.7899968    -1.6669666          0.0000
   325.0094197    -1.3926364          0.0000
   324.3828430    -2.2417683          0.0000
   325.2563018    -1.1267201          0.0000
   324.9099959    -1.6019699          0.0000
   325.1684881    -1.4107004          0.0000
   324.8910639    -1.7823487          0.0000
   324.5741110    -2.2385472          0.0000
   325.0868245    -1.6092217          0.0000
   324.6218740    -2.2174317          0.0000
   325.3354347    -1.7925516          0.0000
   325.3114428    -1.8768601          0.0000
   325.4353018    -1.2719905          0.0000
   325.4537562    -1.2501847          0.0000
   325.6506344    -1.1252648          0.0000
   325.4473485    -1.4079272          0.0000
   325.4769772    -1.3970768          0.0000
   325.7265787    -1.0911197          0.0000
   325.5087751    -1.3720166          0.0000
   325.3620925    -1.7678452          0.0000
   325.3757474    -1.7823271         23.0911
   325.3727010    -1.7908685         11.0603
   325.7461323    -1.3476502          0.0000
   325.3606445    -1.8435867         34.4484
   325.8748340    -1.2146297          0.0000
   325.8797925    -1.3229145         36.9873
   325.9797783    -1.1988764         25.2700
   325.9283851    -1.2744055         18.5417
   325.5499458    -1.7598933          0.0000
   325.5575603    -1.7655749          0.0000
   326.0912707    -1.1094559          0.0000
   325.9952193    -1.2657484         11.7829
   325.9423447    -1.3387811         11.2302
   326.0114734    -1.2659216         16.3918
   326.0752891    -1.2010319         20.3152
   325.9236797    -1.3930774         26.8881
   325.9523844    -1.3572793         11.3923
   325.9251406    -1.3919526          7.8564
   325.4675406    -1.9790837         28.1160
   325.4511085    -2.0017504          0.0000
   325.5490162    -1.8872910          0.0000
   326.0949603    -1.2188464         27.5037
   326.2440212    -1.0453245          0.0000
   325.4778336    -2.0168940         28.7242
   325.5397315    -1.9615361          0.0000
   325.9426685    -1.4738996          0.0000
   326.0883735    -1.2986527         23.0809
   326.0236525    -1.3906556         20.4955
   325.9518658    -1.4846797         12.5773
   326.0914456    -1.3310899         15.0941
   326.2292354    -1.1600967          0.0000
   325.9700156    -1.5023711         17.7412
   326.0342349    -1.4342975         13.6361
   326.1172471    -1.3714993         16.9106
   326.1027913    -1.3919574          7.1290
   325.5032504    -2.1406004          0.0000
   325.8688918    -1.6924161          0.0000
   325.5105604    -2.1444720          2.3098
   326.0657147    -1.4557310         10.8186
   326.0844608    -1.4325480          9.3322
   326.2393678    -1.2463106         40.0286
   325.5110572    -2.1551894          8.2863
   325.7034087    -1.9273086          0.0000
   325.9788228    -1.5881550         34.3509
   326.1291288    -1.4036914         19.0815
   325.8805480    -1.7126024         38.2782
   325.5511489    -2.1406728          0.0000
   326.0465491    -1.5331733         12.7774
   326.0221459    -1.5697780          6.5341
   325.9141917    -1.7083773          5.8273
   325.9312681    -1.6876748          4.3516
   325.9420287    -1.6752158         21.3135
   326.0226986    -1.5807911         15.0780
   326.3408451    -1.1868722          0.0000
   325.5126932    -2.2163658          0.0000
   325.5227940    -2.2075091          9.8379
   325.5166487    -2.2233814          0.0000
   326.2898642    -1.2784403          0.0000
   325.9427518    -1.7116731          8.0195
   326.0762643    -1.5573074         18.7645
   326.1276326    -1.5017667         25.9846
   326.1090402    -1.5263077         11.2250
   325.5348629    -2.2447937          0.0000
   326.5028475    -1.0535688          0.0000
   325.9446416    -1.7672819         21.0497
   326.2426801    -1.4040765          0.0000
   326.4842017    -1.1369979         39.4010
   326.0103270    -1.7322698         19.3376
   326.5139893    -1.1186706         21.5354
   325.9430404    -1.8342131         36.0769
   326.0572119    -1.7075161          0.0000
   326.5198266    -1.1383078         11.5276
   325.8577786    -1.9586248          0.0000
   326.1755986    -1.5803808          0.0000
   325.9724189    -1.8483359         17.3013
   325.8409651    -2.0293756         29.2541
   325.8493351    -2.0275504          8.3659
   326.0313898    -1.8174610         21.5803
   326.5552825    -1.1832078          0.0000
   325.9564622    -1.9244005         37.8981
   325.7967934    -2.1247805          0.0000
   326.5038471    -1.2602875          0.0000
   325.9151485    -1.9911264         21.1801
   326.2530316    -1.5980402          0.0000
   326.0799283    -1.8159120         17.3858
   326.3702828    -1.4758197          0.0000
   325.7669412    -2.2241424          0.0000
   325.9123230    -2.0471895         15.7149
   325.8961922    -2.0718368         13.5148
   326.1090633    -1.8289415         17.0099
   326.2039380    -1.7570767          0.0000
   326.5337620    -1.3667846          0.0000
   325.8871837    -2.1610629         33.4255
   325.9175888    -2.1239681         28.6667
   326.1197256    -1.8923877         26.1916
   326.1424775    -1.8675010         20.4792
   325.8349734    -2.2461291          0.0000
   326.0899223    -1.9799207         31.8929
   326.0249028    -2.0627337          0.0000
   326.2235798    -1.8214773         30.0822
   326.6012078    -1.4182643         34.8006
   326.1086589    -2.0208074         26.1639
   326.6323976    -1.4046528          0.0000
   326.2976794    -1.8160207          0.0000
   326.5068601    -1.5905546          0.0000
   326.2005031    -1.9916509          0.0000
   326.5815898    -1.5566861          0.0000
   326.0282473    -2.2444075          0.0000
   326.3216607    -1.8922825         41.3430
   326.1260424    -2.1361551         29.5820
   326.1410796    -2.1313854         12.2342
   326.7631806    -1.3790720          0.0000
   326.1806778    -2.1216709          0.0000
   326.3728875    -1.8991807         24.5709
   326.4727666    -1.8191674          0.0000
   326.1356798    -2.2469986          0.0000
   326.4083782    -1.9298485          0.0000
   326.4758873    -1.8892736         26.5820
   326.6703351    -1.6963242          0.0000
   326.5247567    -1.8764183         30.3601
   326.3525323    -2.1343102          0.0000
   326.5941422    -1.8488179          0.0000
   326.7809202    -1.6462272          0.0000
   326.5579172    -2.0403403          0.0000
   326.3945406    -2.2479045          0.0000
   326.7443695    -1.8780198          0.0000
   326.5864525    -2.0866553         43.3067
   326.6362837    -2.0288124         40.1668
   326.6304244    -2.0583946          5.4269
   326.6446597    -2.0713135          8.0542
   326.6276738    -2.1084058         21.5709
   326.7713952    -1.9758502         26.5500
   326.7829527    -1.9711925          3.0551
   326.6657886    -2.1180421          3.8151
   326.6712735    -2.1272585          4.9348
   326.6828843    -2.1203220          2.3404
   326.7037993    -2.1007297         20.7001
   326.6804310    -2.1333855          5.2218
   326.7029627    -2.1751453         23.9727
   326.6836337    -2.2231062          0.0000
   326.6843703    -2.2233879          0.0000
   326.7871213    -2.1040817         34.4766
   326.8782369    -1.2374174          0.0000
   326.8013381    -1.3403931          0.0000
   326.8285271    -1.4272591          0.0000
   327.0263908    -1.2135135          0.0000
   327.1479518    -1.1065227          0.0000
   326.9117563    -1.4143179          0.0000
   326.9154479    -1.4571767          0.0000
   327.1818213    -1.2042183          0.0000
   327.0708434    -1.3900760          0.0000
   327.0156760    -1.4708618         21.3591
   326.8460616    -1.6783141          0.0000
   327.0557998    -1.4369235         28.6197
   327.2399434    -1.2280293          0.0000
   327.0161331    -1.5289649          0.0000
   327.0256360    -1.5241742          6.4903
   326.8255478    -1.7957604         30.1778
   326.8252792    -1.8079822         19.3199
   327.0716199    -1.5363935          0.0000
   327.3562850    -1.2073194          0.0000
   326.8971067    -1.8043039         30.2487
   327.2526012    -1.4004211          0.0000
   326.7979029    -1.9544246          9.6851
   326.8296770    -1.9182567         24.8286
   326.9878720    -1.7565290          0.0000
   326.8089014    -2.0063988         12.4810
   326.9222270    -1.8739991         30.0035
   326.8483998    -1.9931647          3.0893
   326.8537679    -1.9903912         14.5421
   326.8548214    -2.0042119         21.8415
   326.8245960    -2.0684093         32.8610
   326.9765270    -1.9205500         27.7075
   327.0439073    -1.8463288          0.0000
   327.4077356    -1.4601609          0.0000
   327.0202026    -1.9493346         19.7397
   327.0249771    -1.9747545         25.3381
   327.1591492    -1.8182308          0.0000
   327.5558660    -1.3617518          0.0000
   326.8461048    -2.2435557          0.0000
   327.2399465    -1.7849161          0.0000
   327.4435112    -1.5754722          0.0000
   326.9942193    -2.1031096          0.0000
   327.5869968    -1.4087895          0.0000
   327.0709975    -2.0298329         31.8343
   327.1178566    -2.0144969          0.0000
   327.3406298    -1.7788177          0.0000
   327.0118067    -2.1684044         36.3184
   326.9784608    -2.2363415          0.0000
   327.0118107    -2.2090528          0.0000
   327.4166631    -1.7422987          0.0000
   327.6787895    -1.4757681          0.0000
   327.4191538    -1.8008204          0.0000
   327.4579868    -1.7719001          0.0000
   328.0324242    -1.1196854          0.0000
   327.9148819    -1.2894632          0.0000
   327.9358661    -1.3148772          0.0000
   327.2923819    -2.0649959          0.0000
   327.3763517    -1.9695684          0.0000
   327.1999118    -2.2180108          0.0000
   327.5923718    -1.7784432          0.0000
   327.3697082    -2.1417753          0.0000
   327.5213333    -2.0333741          0.0000
   328.1787574    -1.2808092          0.0000
   328.2325043    -1.2660244         12.8686
   328.2388775    -1.2894276         23.1759
   328.2498989    -1.3479657          0.0000
   327.5279731    -2.2078278          0.0000
   327.5858642    -2.1525179          0.0000
   328.0707052    -1.6384155          0.0000
   327.9910023    -1.8322240          0.0000
   327.8732417    -2.0644738          0.0000
   328.1273069    -1.8020787          0.0000
   327.9170465    -2.0675229          0.0000
   327.8060038    -2.2425576          0.0000
   328.2444806    -1.8329625          0.0000
   328.2497136    -1.8287244          0.0000
   328.0820995    -2.1173223          0.0000
   328.1883214    -2.0483121          0.0000
   328.1820465    -2.0602266         17.4389
   328.0811902    -2.1867778          0.0000
   328.2117565    -2.0865853          0.0000
   328.2019800    -2.0993907          0.0000
   328.2472432    -1.2061267          0.0000
   328.3896976    -1.3841272          0.0000
   329.4938772    -1.1453116          0.0000
   329.7987201    -1.6722515          0.0000
   329.9513565    -1.7718552          0.0000
   330.3075919    -1.3940823          0.0000
   329.9387169    -1.8329528          0.0000
   330.2239798    -1.5705906          0.0000
   329.9160504    -1.9131606          0.0000
   330.1172187    -1.7533681          0.0000
   329.9637794    -1.9869455          0.0000
   330.0161790    -1.9816404          0.0000
   329.8199614    -2.2276694          0.0000
   330.3933338    -1.6360855          0.0000
   330.4433252    -1.5957084          0.0000
   330.7274286    -1.3534292          0.0000
   329.9331474    -2.1995345          0.0000
   330.1006593    -2.0597462          0.0000
   330.5174771    -1.7042902          0.0000
   330.4940941    -1.7568699         40.4952
   330.1431128    -2.1692223          0.0000
   330.4977527    -1.8031023          0.0000
   330.2825510    -2.0316114          0.0000
   330.3731904    -1.9437994          0.0000
   330.3216126    -2.0397464         21.1831
   330.3029973    -2.0944370          0.0000
   330.4212889    -2.0376159          0.0000
   330.5386307    -1.9272282          0.0000
   330.9873034    -1.6127604          0.0000
   331.0656039    -1.5913078          0.0000
   330.5959890    -2.0769839          0.0000
   330.5059486    -2.2288104          0.0000
   330.9035506    -1.8405848          0.0000
   330.8105447    -2.0212394          0.0000
   330.8254798    -2.0480005          0.0000
   331.0212564    -1.9138985          0.0000
   330.8213266    -2.1985599          0.0000
   330.9871954    -2.2321449          0.0000
   331.2217312    -1.3749879          0.0000
   331.3576533    -1.2580502          0.0000
   331.4797838    -1.2433651          0.0000
   331.4065253    -1.3620374          0.0000
   331.2481078    -1.5697511          0.0000
   331.6819670    -1.2526930          0.0000
   331.4543489    -1.5090953          0.0000
   331.4828352    -1.5052905          0.0000
   331.9702351    -1.0863075          0.0000
   331.3541167    -1.8097396          0.0000
   331.3526795    -1.8641526          0.0000
   331.2094235    -2.0170206          0.0000
   331.2508008    -2.1758639          0.0000
   331.2666322    -2.2234282          0.0000
   331.6165434    -1.9234640          0.0000
   331.6277775    -1.9831029          0.0000
   331.5689650    -2.1547012          0.0000
   332.2460824    -1.6727238          0.0000
   332.5338728    -1.4901721          0.0000
   331.8199786    -2.2271236          0.0000
   332.3114032    -1.8363537          0.0000
   332.5329910    -1.6502247          0.0000
   332.1102311    -2.2235513          0.0000
   332.4882465    -1.9343613          0.0000
   332.3031656    -2.1379423          0.0000
   332.4208939    -2.0676008          0.0000
   332.6854497    -1.3411481          0.0000
   333.2519169    -1.2006891          0.0000
   332.6571102    -1.9197892          0.0000
   332.8135348    -1.8065993          0.0000
   332.8376869    -1.9006810          0.0000
   333.3077168    -1.4689348          0.0000
   333.6836365    -1.2020891          0.0000
   332.9103005    -2.1301617          0.0000
   333.2802805    -1.9830497          0.0000
   333.2266169    -2.0770301          0.0000
   333.5743116    -1.7827856          0.0000
   333.4126537    -1.9589963          0.0000
   333.4510645    -2.0578765          0.0000
   334.5070968    -1.1336696          0.0000
   334.3327454    -1.5104097          0.0000
   334.7915664    -1.1699456          0.0000
   334.2891015    -1.6634678          0.0000
   334.1387010    -1.8773162          0.0000
   334.8254667    -1.3019414          0.0000
   334.5247815    -1.6875241          0.0000
   334.1835194    -2.0702862          0.0000
   334.4824288    -1.8032106          0.0000
   334.5565025    -1.7668735          0.0000
   334.2260005    -2.1652880          0.0000
   335.3587686    -1.1556825          0.0000
   334.6049735    -1.8916986          0.0000
   334.2629770    -2.2091669          0.0000
   334.5730932    -2.0337371          0.0000
   335.4576634    -1.4305681          0.0000
   334.9675648    -1.9280347          0.0000
   334.7288102    -2.2496437          0.0000
   335.3034152    -1.7924877          0.0000
   335.3059303    -1.7968519          0.0000
   335.3474630    -1.8460502          0.0000
   335.2749474    -2.0682032          0.0000
   335.4130651    -2.0428903          0.0000
   335.3626940    -2.1638357          0.0000
   335.5391831    -1.5117367          0.0000
   335.8986569    -1.2251305          0.0000
   335.6527991    -1.7758774          0.0000
   336.4619425    -1.1071715          0.0000
   335.5438943    -1.9373674          0.0000
   336.4636118    -1.1168274          0.0000
   336.6715014    -1.0869450          0.0000
   335.7265906    -2.0255080          0.0000
   335.9623290    -1.9072766          0.0000
   335.6223590    -2.2400258          0.0000
   335.8997008    -2.0060501          0.0000
   336.2499532    -1.7342396          0.0000
   335.7216094    -2.2171307          0.0000
   336.4264720    -1.7330826          0.0000
   336.1504025    -1.9944794          0.0000
   335.9573654    -2.1915786          0.0000
   336.9591992    -1.6527127          0.0000
   336.3293955    -2.2454245          0.0000
   336.7366631    -1.9617636          0.0000
   337.0257525    -1.5506194          0.0000
   337.8112099    -1.0704739          0.0000
   337.3435054    -1.6683199          0.0000
   337.2050088    -1.7892164          0.0000
   337.1899052    -1.8464635          0.0000
   337.3755799    -1.7613267          0.0000
   337.3702272    -2.2232035          0.0000
   337.6492699    -2.0577582          0.0000
   338.2234429    -2.2036301          0.0000
   339.0292323    -1.2242198          0.0000
   338.5857751    -1.9822544          0.0000
   339.2179743    -1.5835604          0.0000
   338.9785569    -1.8552579          0.0000
   338.6033514    -2.1787168          0.0000
   338.5785806    -2.2292867          0.0000
   339.2446476    -1.7648792          0.0000
   339.1802468    -2.1258757          0.0000
   339.8818947    -1.5721739          0.0000
   339.7531326    -1.9639818          0.0000
   339.8282628    -2.1037244          0.0000
   340.3742968    -1.5299645          0.0000
   340.7198058    -1.3572252          0.0000
   340.6334192    -1.4720009          0.0000
   340.6312413    -1.4904379          0.0000
   340.6543835    -1.6718890          0.0000
   340.4206807    -1.9579520          0.0000
   340.4518709    -1.9518879          0.0000
   341.0101969    -1.7190869          0.0000
   341.1401316    -1.6370489          0.0000
   340.9668913    -1.8548528          0.0000
   340.7955703    -2.0828748          0.0000
   340.6617304    -2.1979650          0.0000
   341.3270331    -1.8232396          0.0000
   341.1786247    -2.0593313          0.0000
   341.3995866    -1.5573036          0.0000
   341.8307612    -1.2885226          0.0000
   341.5208955    -1.6452844          0.0000
   342.1960887    -1.5203420          0.0000
   341.8514359    -1.8243144          0.0000
   341.6765421    -1.9710146          0.0000
   341.6560162    -2.0134031          0.0000
   341.8609173    -1.8612008          0.0000
   341.6496590    -2.0829483          0.0000
   342.1151957    -1.8073194          0.0000
   342.2894431    -1.7492365          0.0000
   342.3458235    -1.7668244          0.0000
   341.7972169    -2.2331243          0.0000
   342.0174470    -2.1554147          0.0000
   342.2777077    -1.9702948          0.0000
   342.2295436    -2.0208470          0.0000
   342.1243023    -2.1510712          0.0000
   342.0773082    -2.1936737          0.0000
   342.3744337    -2.0367560          0.0000
   342.7970359    -1.9298441          0.0000
   342.6268895    -2.0908132          0.0000
   342.6705750    -2.0783918          0.0000
   342.7267903    -2.1232066          0.0000
   342.6766656    -2.1877533          0.0000
   343.3305660    -1.0611574          0.0000
   343.1819777    -1.4849696          0.0000
   343.3756963    -1.4902700          0.0000
   343.7302419    -1.3492474          0.0000
   343.7347806    -1.3853881         43.2702
   343.6714001    -1.4666845          0.0000
   343.2707985    -1.8028477          0.0000
   343.6068556    -1.5668893          0.0000
   343.8813611    -1.3984221          0.0000
   344.1643240    -1.2533947          0.0000
   343.0057091    -2.1616984          0.0000
   342.9709740    -2.2141487          0.0000
   343.8969872    -1.6110903          0.0000
   343.5657796    -1.8983460          0.0000
   343.1819226    -2.2069985          0.0000
   343.5839214    -1.9300111          0.0000
   344.1873523    -1.7166882          0.0000
   343.7194168    -2.1393859          0.0000
   344.6293157    -1.2114228          0.0000
   344.9046418    -1.3568268          0.0000
   344.4041501    -1.7317701          0.0000
   344.4587458    -1.7438987          0.0000
   345.5383387    -1.0722852          0.0000
   344.7724711    -1.6454041          0.0000
   344.3740420    -2.0928871          0.0000
   344.8764859    -1.7421136          0.0000
   344.8269181    -1.7928372          0.0000
   344.5397351    -2.0214587          0.0000
   344.7866794    -1.8825444          0.0000
   344.9692330    -1.7683075          0.0000
   345.1873575    -1.6344117          0.0000
   344.8579596    -1.8985655          0.0000
   345.6748467    -1.3080217          0.0000
   344.9065445    -1.9064536          0.0000
   345.5112823    -1.5113418          0.0000
   345.1829904    -1.7699406          0.0000
   345.6908427    -1.4686306          0.0000
   345.2552495    -1.8031978          0.0000
   344.8730210    -2.1617834          0.0000
   345.5639752    -1.6783926          0.0000
   345.3190861    -1.9222960          0.0000
   345.6400486    -1.7211634          0.0000
   345.5159493    -1.9001175          0.0000
   345.3399462    -2.1294304          0.0000
   345.6822108    -1.9605777          0.0000
   345.4425572    -2.1433147          0.0000
   345.5784916    -2.0805283          0.0000
   345.7440171    -2.2273689          0.0000
   345.9627340    -1.1236845          0.0000
   346.4196530    -1.0608369          0.0000
   346.4360302    -1.4200777          0.0000
   345.7661456    -2.0419358          0.0000
   346.4669655    -1.6887812          0.0000
   346.1359370    -2.0424197          0.0000
   347.0057102    -1.4396026          0.0000
   346.3409030    -1.9894470          0.0000
   346.3876917    -2.2066273          0.0000
   346.6071298    -2.1477881          0.0000
   346.6408119    -2.1471595          0.0000
   347.0403220    -1.9403677          0.0000
   347.1091917    -2.1720115          0.0000
   347.4293924    -1.0603159          0.0000
   347.4580136    -1.0564056          0.0000
   347.6703460    -1.2269856          0.0000
   347.6931931    -1.2860271          0.0000
   347.5696747    -1.4950975          0.0000
   347.5758081    -1.5140061          0.0000
   347.9314209    -1.5206775          0.0000
   347.8734562    -1.5944880          0.0000
   347.9751359    -1.5274996          0.0000
   348.1729399    -1.4393714          0.0000
   347.2043408    -2.1822188          0.0000
   348.1184897    -1.5634873          0.0000
   348.5447951    -1.2820911          0.0000
   348.2903947    -1.4696836          0.0000
   347.9965895    -1.6770456          0.0000
   348.1336871    -1.6105795          0.0000
   348.3215251    -1.4937356          0.0000
   348.0287228    -1.7219636         36.4218
   348.4351457    -1.4436100          0.0000
   348.0520585    -1.7205274         10.8237
   348.0617328    -1.7290607          0.0000
   348.0469619    -1.7496508          0.0000
   348.4750989    -1.5301637          0.0000
   348.4767192    -1.5415113         32.9174
   348.4025232    -1.6153108          0.0000
   348.0580490    -1.9263556          0.0000
   347.6101872    -2.2472202          0.0000
   348.6055678    -1.6120175          0.0000
   348.3881450    -1.9058809          0.0000
   348.2608514    -2.0242382          0.0000
   348.7574896    -1.6223264          0.0000
   349.5021216    -1.2055765          0.0000
   348.6976542    -1.8703568          0.0000
   349.2393032    -1.5089110          0.0000
   349.2578759    -1.5422381          0.0000
   348.7649968    -1.9361249          0.0000
   349.2932558    -1.6212605          0.0000
   348.9868564    -1.8441848          0.0000
   349.7448993    -1.3613103          0.0000
   349.3655526    -1.6219399          0.0000
   349.5220477    -1.5201660          0.0000
   349.0471673    -1.9795613          0.0000
   348.7412708    -2.1952040          0.0000
   349.4870138    -1.8034189          0.0000
   349.9937200    -1.4945928          0.0000
   349.0593047    -2.1363124          0.0000
   349.5597704    -1.8242878          0.0000
   349.4457941    -1.9713771          0.0000
   349.7284938    -1.8327487          0.0000
   349.7462897    -1.8810729          0.0000
   350.0593598    -1.7193769          0.0000
   349.9204753    -1.9833702          0.0000
   350.1034761    -1.8786956          0.0000
   349.8040335    -2.1702585          0.0000
   295.2347041    -0.2592426          0.0000
   295.3814628    -0.4802877          0.0000
   295.4354053    -0.4395885          0.0000
   296.4069240    -0.0478017          0.0000
   296.4625620    -0.2474184          0.0000
   296.5102763    -0.0496286          0.0000
   296.7268508    -1.0386668          0.0000
   296.7216977    -0.3185447          0.0000
   296.8044793    -0.3356214          0.0000
   296.8292556    -0.0073070          0.0000
   297.0957892    -0.1665385          0.0000
   297.3181793    -1.0371917          0.0000
   297.4267934    -1.0126335          0.0000
   297.5645482    -0.5280467          0.0000
   297.6112148    -0.5679550          0.0000
   297.6149265    -0.3978466          0.0000
   297.6224426    -0.4393212         30.7734
   297.6937981    -0.7681164          0.0000
   297.6367163    -0.1079250          0.0000
   297.8146317    -1.0880910          0.0000
   297.8272099    -1.1152580          0.0000
   297.7185073    -0.4705532          0.0000
   297.7655938    -0.7131791         23.2012
   297.7717972    -0.7084149          7.4410
   297.7682901    -0.6143123          0.0000
   297.7329134    -0.3958360          0.0000
   297.8403738    -0.9945399          0.0000
   297.7141981    -0.2346711          0.0000
   297.8017891    -0.6587562         16.5886
   297.8755520    -1.0553470         24.6256
   297.8132049    -0.6969143          7.2040
   297.8349662    -0.7574154         37.3032
   297.7404838    -0.1970715         17.6232
   297.8309434    -0.6798517         11.3554
   297.7614459    -0.2282676         13.7705
   297.7591941    -0.1934261         11.1816
   297.8862951    -0.7826688          0.0000
   297.7463870     0.0391318          0.0000
   297.8866820    -0.6880992         26.7158
   297.8307244    -0.3454427          0.0000
   297.8149083    -0.2288717          6.4581
   297.8261303    -0.2585800         13.8640
   297.9692722    -1.0666938          0.0000
   297.8116788    -0.1363913         37.1609
   297.8345663    -0.2138874         10.5562
