#      l               b                 jmag             hmag             kmag              id_obj       id_clu
       319.54105        1.8283313        15.332535        14.826214        14.418295         4734         4736 
       319.51354        1.7638744        15.942490        15.192209        14.992820         4736         4736 
       319.43352        1.4476033        14.774010        13.855502        13.494129         4723         4741 
       319.47822        1.5109699        15.607039        15.075704        14.609992         4724         4741 
       319.42513        1.4052928        16.282409        15.159653        14.461955         4725         4741 
       319.48919        1.4564871        15.352716        14.782138        14.465559         4728         4741 
       319.48491        1.4371017        13.647587        12.789030        12.194013         4729         4741 
       319.53737        1.4647777        15.580947        14.955642        14.719900         4741         4741 
       320.06954        1.9472976        15.344867        14.447539        13.406749         4752         4770 
       320.08967        1.9603591        15.138905        14.262725        14.040215         4756         4770 
       320.13848        2.0058493        16.496989        15.821283        15.214825         4760         4770 
       320.11115        1.9289154        14.738886        13.889770        13.512632         4762         4770 
       320.13636        1.9436691        14.964790        14.193619        13.729728         4765         4770 
       320.13846        1.8947965        14.982756        14.147129        13.809352         4770         4770 
       319.96746        1.7090123        15.081532        14.337116        13.671249         4759         4774 
       320.00359        1.7110177        15.164627        14.735958        14.441433         4764         4774 
       320.00240        1.6627960        15.876241        15.178765        14.715263         4767         4774 
       320.03108        1.6979703        15.399776        14.863398        14.750747         4769         4774 
       320.04021        1.6639801        15.608996        14.885561        14.408867         4774         4774 
       320.53462        1.0311559        15.538334        14.236942        13.967615         3180         4819 
       320.62473        1.1208125        14.269827        13.681288        13.094891         3181         4819 
       320.62021        1.0631221        13.531469        13.249128        13.305596         3183         4819 
       320.77241        1.1115665        14.566452        14.035576        13.526272         3184         4819 
       320.75877        1.0347466        14.191834        13.191112        13.335684         3185         4819 
       320.72399       0.97337884        15.886991        14.862295        14.182072         3186         4819 
       320.69652        1.0779779        14.020202        13.426822        13.214944         4819         4819 
       320.72573        1.5410293        16.000250        15.277402        14.763625         4808         4829 
       320.75598        1.5516770        14.643664        13.909283        13.331427         4809         4829 
       320.85190        1.5025841        15.061540        14.493420        13.768434         4811         4829 
       320.76169        1.3443249        14.400530        13.510541        13.245455         4812         4829 
       320.92467        1.5410493        15.785637        15.111437        14.843064         4816         4829 
       320.84635        1.3889918        14.431986        13.608334        13.454038         4817         4829 
       320.87777        1.4358288        16.035080        15.227701        14.667049         4818         4829 
       320.87769        1.3882617        14.650259        13.707085        13.455540         4820         4829 
       320.93854        1.3942599        15.150875        14.066484        13.716575         4821         4829 
       321.00986        1.5455221        14.181727        13.585475        13.396308         4829         4829 
       321.35007        2.0536020        15.872285        15.210861        15.141782         4832         4844 
       321.34961        2.0470390        15.308585        14.818982        14.750325         4833         4844 
       321.41474        2.1102282        15.423369        14.983065        14.671018         4835         4844 
       321.53009        2.0870985        15.003107        14.287192        13.666781         4843         4844 
       321.56589        2.0754744        15.056814        14.499003        14.259336         4844         4844 
       338.99739        1.9442709        15.603746        14.931408        14.812616         5275         5280 
       339.00902        1.9315214        14.921205        14.429526        14.112113         5277         5280 
       339.01720        1.9002460        15.552885        14.791359        14.467402         5278         5280 
       339.05168        1.9125114        14.654310        13.833987        13.073408         5279         5280 
       339.06231        1.8701335        15.309146        14.817046        14.440871         5280         5280 
       340.07104        1.8998387        14.644476        14.238694        13.934765         5315         5333 
       340.15917        1.9744914        13.864672        13.644964        12.778400         5317         5333 
       340.08426        1.9022679        13.994377        13.646370        13.327384         5318         5333 
       340.10502        1.9205004        13.999326        13.262208        13.000289         5319         5333 
       340.10696        1.7914166        14.316837        13.506812        13.155178         5323         5333 
       340.06590        1.7514780        14.983554        14.388218        14.294159         5324         5333 
       340.08326        1.7537262        13.663957        13.184782        13.005770         5325         5333 
       340.29059        1.9074181        15.130106        14.423498        14.238487         5327         5333 
       340.34303        1.9382040        12.626788        11.976147        11.777546         5328         5333 
       340.32451        1.9033086        15.571044        14.990333        14.234247         5329         5333 
       340.43504        1.9475948        14.561704        14.094547        14.008183         5333         5333 
       347.61366        1.4908674        13.215930        12.483201        12.117060         5502         5513 
       347.61258        1.4702421        13.883863        12.979898        12.547785         5503         5513 
       347.60319        1.4608399        12.937550        12.442213        12.355758         5504         5513 
       347.59836        1.4564056        13.297771        12.157893        12.117366         5505         5513 
       347.60542        1.4571881        12.149105        11.658117        11.591610         5506         5513 
       347.61916        1.4651740        14.040672        13.250381        12.920137         5507         5513 
       347.61424        1.4604116        13.818566        13.214891        12.732991         5508         5513 
       347.72177        1.4861224        14.243827        13.074230        13.166921         5513         5513 
